Column1,Column2,Column3
0SwQKfck5t,ก้องกิตต์ซ่อนอาวุธมีคมไว้ในกล่องของขวัญ และขอให้เง็กล้วงเปิดทันที เมื่อเขาเปิดกล่องก็ถูกแทงทะลุอกเสียชีวิต,"[{'เง็กล้วง':'[1]'},{'ก้องกิตต์':'[5,7]'}]"
vgcLfcNa07,โง้วและคณงฆ์ทำโครงการอาสาเยี่ยมผู้สูงอายุในเขตพื้นที่ห่างไกล โดยร่วมกันแจกของใช้และสอบถามปัญหาชีวิต,"[{'โง้ว':'[1]'},{'คณงฆ์':'[1]'}]"
mYk5z0FgrL,กุสุมาลย์บุกเข้าโรงพยาบาลข่มขู่พยาบาลด้วยอาวุธมีด ขณะจิตรคนึงขโมยยารักษาโรคจำนวนมาก,"[{'กุสุมาลย์':'[4,5]'},{'จิตรคนึง':'[2]'}]"
sN1He1Nsie,คงทัศน์ทำบันไดปีนสูงในห้างสรรพสินค้าโดยไม่ได้ยึดให้มั่นคง ทำให้เค่งคุงพลัดตกบาดเจ็บ,"[{'คงทัศน์':'[3]'},{'เค่งคุง':'[1]'}]"
DM2qkPXSGg,คงชีพขับรถเร็วในเขตก่อสร้างชนคนงานเสียชีวิต,"[{'คงชีพ':'[3,7]'}]"
FMoSscz2vQ,คณารักษ์ใส่สารพิษในขนมเค้กวันเกิดของคณิชภัทรทำให้เธอหมดสติและเสียชีวิตในไม่กี่นาที,"[{'คณารักษ์':'[5,7]'},{'คณิชภัทร':'[1]'}]"
kSEZCw8Gts,กรโสพิชฌน์ยิงฆ่าคนขณะทะเลาะวิวาทในที่สาธารณะ,"[{'กรโสพิชฌน์':'[5,7]'}]"
PT0zAZ7pY2,กัญญ์ธนันทน์โดนฉ้อโกงเงินจากการประมูลออนไลน์ด้วยเอกสารปลอม,[{'กัญญ์ธนันทน์':'[1]'}]
tQunpDjTjc,ไกวหลินปลอมบัญชีการเงินขององค์กรเพื่อฉ้อโกงและหลอกให้พนักงานร่วมลงทุนปลอม ขณะกิมสันต์ลักแฟ้มบัญชีจริงออกมา,"[{'ไกวหลิน':'[6]'},{'กิมสันต์':'[2]'}]"
fdL4hjgCij,จือฮุ้ยควงข่มขู่และชิงเงินจากผู้ขายในตลาด,"[{'จือฮุ้ยควง':'[2,5]'}]"
UesXvSuLpT,คุณัญญาภัทรใช้ปืนข่มขู่และชิงทรัพย์จากนักธุรกิจที่จอดรถหน้าศูนย์การค้า,"[{'คุณัญญาภัทร':'[2,5]'}]"
EBAh7PQ8QJ,เค่งจิวอ้างตัวเป็นตัวแทนขายประกันภัย หลอกให้ผู้เสียหายโอนเงินเข้าบัญชีส่วนตัว,[{'เค่งจิว':'[6]'}]
ULt7Tn5EPc,จิณกัญญาณัฏฐ์ใช้มีดขู่พนักงานร้านสะดวกซื้อให้ส่งเงินให้ ส่วนคมธเนศหยิบสินค้าหลบหนีไป,"[{'จิณกัญญาณัฏฐ์':'[2,5]'},{'คมธเนศ':'[2]'}]"
xkzmwedc12,เจริญพลขับรถเร็วในกลางคืนเมื่อถนนลื่นและชนกับรถของกรกัญญาณ์ในลานจอด ทำให้เธอเสียชีวิตทันที,"[{'เจริญพล':'[3,7]'},{'กรกัญญาณ์':'[1]'}]"
Zqyl0FDQ9z,จรุมนต์ขโมยสินค้าจากตลาดและกุลยานันท์ฉ้อโกงเงินผ่านเอกสารปลอมในงานแสดงสินค้า,"[{'จรุมนต์':'[2]'},{'กุลยานันท์':'[6]'}]"
YT3uCi0uV9,กัณยิกาเปิดเพจหลอกขายสินค้าแฟชั่น โดยมีจักรนรินทร์แกล้งเป็นลูกค้าเก่ารีวิวว่าสินค้าดี ส่วนจรณชัยโอนเงินซื้อแล้วไม่ได้ของ,"[{'กัณยิกา':'[6]'},{'จักรนรินทร์':'[6]'},{'จรณชัย':'[1]'}]"
TBQu96WK3S,กฤตยวัทน์ยิงปืนข่มขู่และฆ่าคนในสระว่ายน้ำส่วนตัว,"[{'กฤตยวัทน์':'[5,7]'}]"
la3Yk9qAfF,จิรภัคแต่งตัวเท่บาดใจ,[{'จิรภัค':'[1]'}]
4vjc4ipGMF,กัญจน์อเนกข์ใช้มีดข่มขู่และยิงฆ่าในงานสังสรรค์,"[{'กัญจน์อเนก':'[5,7]'}]"
9r6mUlAcXa,เกียรติ์ขจรขับรถเมาในชุมชนและชนกับรถรับจ้างในงานการกุศล ส่งผลให้เกิดอุบัติเหตุร้ายแรงที่ทำให้ผู้บริสุทธิ์หลายคนเสียชีวิต,"[{'เกียรติ์ขจร':'[3,7]'}]"
OxTvZNxvag,คำเอื้อยใช้ปืนข่มขู่และยิงฆ่าคู่แข่งในงานเลี้ยงโรงแรมอย่างโหดร้าย,"[{'คำเอื้อย':'[5,7]'}]"
EX0GmnjvRQ,กุมุทนาถบุกรุกเข้าห้องประชุมและขโมยแฟ้มลับออกไปในขณะที่กัญญ์ชญาฉ้อโกงเงินจากนักลงทุนในโครงการปลอม,"[{'กุมุทนาถ':'[2,4]'},{'กัญญ์ชญา':'[6]'}]"
2VVGrHz4HL,กชพรวรรณช่วยคาร์ลิโตจัดบูธขายสินค้าในงานแฟร์ OTOP โดยไม่มีการจำหน่ายสินค้าผิดกฎหมายหรือกิจกรรมไม่โปร่งใสใดๆ,"[{'กชพรวรรณ':'[1]'},{'คาร์ลิโต':'[1]'}]"
N7NmBX8UZc,จักรกฤษชขับรถขณะง่วงหลับในพุ่งชนท้ายรถกษิชัยวัฒฐ์จนรถพังและกษิชัยวัฒฐ์บาดเจ็บสาหัส,"[{'กษิชัยวัฒฐ์':'[1]'},{'จักรกฤษช':'[3]'}]"
D9ULJsIWDc,จันทิวรรณบุกรุกเข้าห้องประชุมในสำนักงานและขโมยแฟ้มลับออกไป ขณะที่จิ่นคำฉ้อโกงเงินจากนักลงทุนในโครงการปลอม,"[{'จันทิวรรณ':'[2,4]'},{'จิ่นคำ':'[6]'}]"
svbALO9YeE,จำนันท์บีบคอกิตติคเณศจนเสียชีวิตหลังทะเลาะกันอย่างรุนแรง,"[{'จำนันท์':'[5,7]'},{'กิตติคเณศ':'[1]'}]"
14A7D64MKo,กัณณ์พัชสรณ์ขับรถประมาทชนให้กิตตน์ศักดิ์เสียชีวิตในเหตุอุบัติเหตุ,"[{'กิตตน์ศักดิ์':'[1]'},{'กัณณ์พัชสรณ์':'[3,7]'}]"
7u1LoCqt5P,กี้เฮียงใช้มีดโจมตีและฆ่าคนในซอย,"[{'กี้เฮียง':'[5,7]'}]"
2c0oQ5Lqzq,เขตน่านยิงลูกหนี้ที่เบี้ยวเงินกลางถนนจนเสียชีวิต,"[{'เขตน่าน':'[5,7]'}]"
aHoco80Cpz,กรชน์โฆษณาขายที่ดินราคาถูกแล้วหลอกเก็บเงินมัดจำโดยไม่มีที่ดินจริง,[{'กรชน์':'[6]'}]
